Sort,Crop,NO,Year,Province,NO.Station,Tave,Tmax,Tmin,GDD>0,GDD>10,PRE,SSD,RAD,Soil type,Soil texture,SOM,OP,AK,pH,N,P2O5,K2O,Ynpk
268,M-NEC,MNEC0268,2012,MNEC01,WS0020,19.18 ,24.24 ,14.40 ,2704.2,1294.6,408.7,1032.7,2409.76,Albic soils,loam,23.6,17,100,5.9,138,69,41,5994
269,M-NEC,MNEC0269,2012,MNEC01,WS0020,19.18 ,24.24 ,14.40 ,2704.2,1294.6,408.7,1032.7,2409.76,Albic soils,loam,32.7,18,105,5.5,138,69,41,7470
270,M-NEC,MNEC0270,2012,MNEC01,WS0020,19.18 ,24.24 ,14.40 ,2704.2,1294.6,408.7,1032.7,2409.76,Albic soils,loam,31.6,17.2,164,5.7,138,69,41,9437
271,M-NEC,MNEC0271,2012,MNEC01,WS0020,19.18 ,24.24 ,14.40 ,2704.2,1294.6,408.7,1032.7,2409.76,Albic soils,loam,27.7,18.2,128,5.8,138,69,41,7931
272,M-NEC,MNEC0272,2012,MNEC01,WS0020,19.18 ,24.24 ,14.40 ,2704.2,1294.6,408.7,1032.7,2409.76,Albic soils,sandy loam,30.1,11.5,128,5.7,138,69,41,8514
273,M-NEC,MNEC0273,2012,MNEC01,WS0020,19.21 ,24.25 ,14.42 ,2708.5,1298.5,401,1032,2405.95,Albic soils,sandy loam,36,21.7,177,5.7,138,69,41,8945
274,M-NEC,MNEC0274,2012,MNEC01,WS0020,19.21 ,24.25 ,14.42 ,2708.5,1298.5,401,1032,2405.95,Albic soils,sandy loam,44.6,23.1,283,5.8,138,69,41,7424
275,M-NEC,MNEC0275,2012,MNEC01,WS0020,19.23 ,24.27 ,14.47 ,2711.7,1301.7,404.2,1032.9,2402.14,Albic soils,sandy loam,24.7,14.7,92,5.7,138,69,41,7101
276,M-NEC,MNEC0276,2012,MNEC01,WS0020,19.23 ,24.27 ,14.47 ,2711.7,1301.7,404.2,1032.9,2402.14,Albic soils,loam,30.5,17.1,94,5.7,138,69,41,7163
277,M-NEC,MNEC0277,2012,MNEC01,WS0020,19.23 ,24.27 ,14.47 ,2711.7,1301.7,404.2,1032.9,2402.14,Albic soils,loam,43.9,15.3,275,5.5,138,69,41,8514
278,M-NEC,MNEC0278,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,32.5,40.5,386,5.9,150,95,28,10484
279,M-NEC,MNEC0279,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,45.3,35.1,365,5.7,150,95,28,10503
280,M-NEC,MNEC0280,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,48.3,31.5,358,5.5,150,95,28,10464
281,M-NEC,MNEC0281,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,42.1,36.7,315,5.4,150,95,28,10461
282,M-NEC,MNEC0282,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,30.2,35.4,385,6.1,150,95,28,10520
283,M-NEC,MNEC0283,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,32.2,34.8,389,5.6,150,95,28,10403
284,M-NEC,MNEC0284,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,35.1,31.2,256,6.3,150,95,28,10460
285,M-NEC,MNEC0285,2011,MNEC01,WS0001,17.31 ,23.59 ,11.05 ,2665.5,1178.7,314.7,1316.7,2768.23,Black soils,silty clay loam,41.3,32.5,345,6.3,150,95,28,10505
286,M-NEC,MNEC0286,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,61.9,34.7,221,5.4,160,115,25,15207
287,M-NEC,MNEC0287,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,74.6,29.3,236,5.2,160,115,25,16509
288,M-NEC,MNEC0288,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,77.6,25.7,241,5.4,160,115,25,16038
289,M-NEC,MNEC0289,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,70.4,29.4,262,5,160,115,25,11928
290,M-NEC,MNEC0290,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,59.5,31.4,246,5.6,160,115,25,13190
291,M-NEC,MNEC0291,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,61.5,29.9,235,5.1,160,115,25,14514
292,M-NEC,MNEC0292,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,64.5,26.3,261,5.6,160,115,25,13379
293,M-NEC,MNEC0293,2012,MNEC01,WS0001,17.60 ,23.82 ,11.36 ,2709.8,1181.1,455.5,1048.9,2398.64,Black soils,silty clay loam,70.6,27.6,218,5.2,160,115,25,13040
294,M-NEC,MNEC0294,2007,MNEC01,WS0005,21.86 ,27.66 ,16.32 ,2491.6,1351.6,254.4,1121.4,2352.42,Black soils,silty clay loam,34.5,21.9,374,5.5,119,47,26,7106
295,M-NEC,MNEC0295,2007,MNEC01,WS0005,21.86 ,27.66 ,16.32 ,2491.6,1351.6,254.4,1121.4,2352.42,Black soils,silty clay loam,20.3,11.9,223,6.8,119,47,26,6251
296,M-NEC,MNEC0296,2008,MNEC01,WS0005,21.25 ,26.67 ,16.27 ,2295.3,1215.3,314.1,922,2022.98,Black soils,silty clay loam,35.6,33,135,5.7,119,47,26,8240
297,M-NEC,MNEC0297,2008,MNEC01,WS0005,21.03 ,26.49 ,15.98 ,2376,1246,314.4,971.4,2106.19,Black soils,silty clay loam,30.7,30.6,224,7.9,119,47,26,8081
298,M-NEC,MNEC0298,2008,MNEC01,WS0005,20.98 ,26.45 ,15.91 ,2391.6,1251.6,314.4,984,2131.65,Black soils,silty clay loam,46,29.4,165,6.8,119,47,26,7248
299,M-NEC,MNEC0299,2010,MNEC01,WS0005,20.14 ,25.94 ,14.93 ,2961.3,1504.9,342.1,1330.5,2804.36,Black soils,silty clay loam,36.4,36.1,254,6.9,119,69,12,8585
300,M-NEC,MNEC0300,2010,MNEC01,WS0005,20.14 ,25.94 ,14.93 ,2961.3,1504.9,342.1,1330.5,2804.36,Black soils,silty clay loam,34.4,27.4,193,6.4,119,69,12,8376
301,M-NEC,MNEC0301,2010,MNEC01,WS0005,20.14 ,25.94 ,14.93 ,2961.3,1504.9,342.1,1330.5,2804.36,Black soils,silty clay loam,38.4,41.2,367,7.4,119,69,12,8253
302,M-NEC,MNEC0302,2010,MNEC01,WS0005,20.14 ,25.94 ,14.93 ,2961.3,1504.9,342.1,1330.5,2804.36,Black soils,silty clay loam,40.8,21.4,286,6.7,119,69,12,7967
303,M-NEC,MNEC0303,2011,MNEC01,WS0005,19.35 ,25.08 ,14.08 ,2824.6,1366.9,378,1367.7,2845.95,Black soils,silty clay loam,39.6,29.1,214,6.2,119,69,12,8162
304,M-NEC,MNEC0304,2011,MNEC01,WS0005,19.35 ,25.08 ,14.08 ,2824.6,1366.9,378,1367.7,2845.95,Black soils,silty clay loam,37.4,11.4,254,7,119,69,12,8294
305,M-NEC,MNEC0305,2011,MNEC01,WS0005,19.35 ,25.08 ,14.08 ,2824.6,1366.9,378,1367.7,2845.95,Black soils,silty clay loam,39.5,18.2,234,6.5,119,69,12,8669
306,M-NEC,MNEC0306,2011,MNEC01,WS0005,19.35 ,25.08 ,14.08 ,2824.6,1366.9,378,1367.7,2845.95,Black soils,silty clay loam,32,17.6,205,7.3,119,69,12,8469
307,M-NEC,MNEC0307,2012,MNEC01,WS0003,16.55 ,22.45 ,11.00 ,2797.5,1181.4,596.5,1177.8,2632.31,Black soils,loam,74.6,37.8,189,5.4,150,113,30,12008
308,M-NEC,MNEC0308,2012,MNEC01,WS0003,16.55 ,22.45 ,11.00 ,2797.5,1181.4,596.5,1177.8,2632.31,Black soils,loam,76.2,26.5,172,5.5,150,113,30,12065
309,M-NEC,MNEC0309,2012,MNEC01,WS0003,16.55 ,22.45 ,11.00 ,2797.5,1181.4,596.5,1177.8,2632.31,Black soils,loam,78.4,29.2,178,5.4,150,113,30,11844
310,M-NEC,MNEC0310,2012,MNEC01,WS0003,16.55 ,22.45 ,11.00 ,2797.5,1181.4,596.5,1177.8,2632.31,Black soils,loam,78.6,32.5,182,5.4,150,113,30,11834
311,M-NEC,MNEC0311,2012,MNEC01,WS0003,16.55 ,22.45 ,11.00 ,2797.5,1181.4,596.5,1177.8,2632.31,Black soils,loam,75.4,34.6,173,5.5,150,113,30,11871
312,M-NEC,MNEC0312,2012,MNEC01,WS0003,15.99 ,21.79 ,10.59 ,2695.9,1168.9,595.2,1170.8,2542.33,Meadow soils,loam,69.8,30.5,189,5.8,128,90,45,10110
313,M-NEC,MNEC0313,2012,MNEC01,WS0003,15.99 ,21.79 ,10.59 ,2695.9,1168.9,595.2,1170.8,2542.33,Meadow soils,loam,76.5,29.6,178,5.9,128,90,45,9870
314,M-NEC,MNEC0314,2012,MNEC01,WS0003,15.99 ,21.79 ,10.59 ,2695.9,1168.9,595.2,1170.8,2542.33,Meadow soils,loam,69.8,23.6,147,5.7,128,90,45,9480
315,M-NEC,MNEC0315,2012,MNEC01,WS0003,15.99 ,21.79 ,10.59 ,2695.9,1168.9,595.2,1170.8,2542.33,Meadow soils,loam,72.1,24.4,156,5.8,128,90,45,10035
316,M-NEC,MNEC0316,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,60.8,26,247,5.4,150,90,53,10565
317,M-NEC,MNEC0317,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,61.3,25.5,200,5.5,150,90,53,12228
318,M-NEC,MNEC0318,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,58.9,32.1,210,5.4,150,90,53,12642
319,M-NEC,MNEC0319,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,79.2,23.7,172,5.4,150,90,53,12900
320,M-NEC,MNEC0320,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,68.6,30.9,304,5.4,150,90,53,12248
321,M-NEC,MNEC0321,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,57.7,41.2,359,6.2,150,90,53,12209
322,M-NEC,MNEC0322,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,75.8,36.1,203,6,150,90,53,10467
323,M-NEC,MNEC0323,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,64.4,29.7,255,5.8,150,90,53,10539
324,M-NEC,MNEC0324,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,64.3,32.1,231,6,150,90,53,13596
325,M-NEC,MNEC0325,2012,MNEC01,WS0003,18.17 ,24.00 ,12.61 ,2543.7,1153,563.7,1002.5,2320.91,Chernozems,loam,72,32.2,159,5.8,150,90,53,13542
326,M-NEC,MNEC0326,2011,MNEC01,WS0002,16.51 ,22.55 ,11.02 ,2646.7,1192.1,352.1,1162.7,2424.75,Black soils,sandy loam,46.4,22.3,145,5.6,45,60,23,8432
327,M-NEC,MNEC0327,2011,MNEC01,WS0002,16.40 ,22.44 ,10.86 ,2677.6,1194.2,352.1,1192.4,2479.2,Dark brown earths,loam,48.5,24.6,152,5.6,45,60,23,7737
328,M-NEC,MNEC0328,2011,MNEC01,WS0002,16.40 ,22.44 ,10.86 ,2677.6,1194.2,352.1,1192.4,2479.2,Black soils,loam,42.6,22,180,5.4,45,60,23,9515
329,M-NEC,MNEC0329,2011,MNEC01,WS0002,16.45 ,22.48 ,10.91 ,2668.8,1194.2,352.1,1185.9,2471.68,Black soils,loam,50.8,24.4,154,5.5,45,60,23,7214
330,M-NEC,MNEC0330,2011,MNEC01,WS0002,16.43 ,22.46 ,10.92 ,2665.8,1192.4,352.1,1175,2439.16,Black soils,sandy loam,40.1,24.6,154,5.4,45,60,23,8954
331,M-NEC,MNEC0331,2011,MNEC01,WS0002,16.43 ,22.46 ,10.92 ,2665.8,1192.4,352.1,1175,2439.16,Dark brown earths,loam,46.4,23.8,131,5.2,45,60,23,10497
332,M-NEC,MNEC0332,2011,MNEC01,WS0002,16.45 ,22.48 ,10.91 ,2668.8,1194.2,352.1,1185.9,2471.68,Albic soils,sandy loam,45.5,28.5,125,5.4,45,60,23,9462
333,M-NEC,MNEC0333,2011,MNEC01,WS0002,16.40 ,22.44 ,10.86 ,2677.6,1194.2,352.1,1192.4,2479.2,Black soils,sandy loam,48.2,24.1,195,5.6,45,60,23,9005
334,M-NEC,MNEC0334,2011,MNEC01,WS0002,16.47 ,22.51 ,10.96 ,2655.5,1192.1,352.1,1169.2,2432.27,Black soils,loam,52.6,28.3,203,5.5,45,60,23,7004
335,M-NEC,MNEC0335,2011,MNEC01,WS0002,16.45 ,22.48 ,10.95 ,2653.3,1189.9,352.1,1161.7,2413.22,Black soils,loam,46,32.1,166,5.8,45,60,23,9005
336,M-NEC,MNEC0336,2008,MNEC02,WS0018,20.08 ,25.16 ,15.09 ,3133.1,1574.9,353.7,1147.4,2632.13,Chernozems,clay loam,27.1,35.5,176,7.6,165,75,90,12014
337,M-NEC,MNEC0337,2007,MNEC02,WS0018,20.21 ,25.34 ,15.05 ,3172.5,1602.5,347.4,1194.2,2719.69,Chernozems,clay loam,29.8,31.2,176,7.7,105,75,90,10521
338,M-NEC,MNEC0338,2008,MNEC02,WS0018,19.87 ,24.95 ,14.85 ,3158.6,1576.6,353.7,1171.2,2681.17,Black soils,loam,29.2,45.6,210,6.6,165,75,90,12576
339,M-NEC,MNEC0339,2007,MNEC02,WS0018,20.07 ,25.23 ,14.90 ,3191.3,1604.6,347.4,1217.1,2759.53,Black soils,loam,20.5,35.3,205,6.4,105,75,90,11783
340,M-NEC,MNEC0340,2007,MNEC02,WS0018,19.98 ,25.14 ,14.82 ,3196.7,1604.6,347.4,1228.1,2781.35,Meadow soils,clay loam,22.7,29.4,140,6.4,105,75,90,11729
341,M-NEC,MNEC0341,2007,MNEC02,WS0018,20.07 ,25.23 ,14.90 ,3191.3,1604.6,347.4,1217.1,2759.53,Black soils,clay loam,32.3,62.7,197,7.7,105,75,90,10317
342,M-NEC,MNEC0342,2007,MNEC02,WS0018,20.02 ,25.12 ,14.92 ,3183.8,1601.7,347.4,1216.7,2773.03,Black soils,loamy sand,35.7,22.7,190,6,105,75,90,9761
343,M-NEC,MNEC0343,2008,MNEC02,WS0018,19.98 ,25.07 ,14.97 ,3157.2,1579,353.7,1160.4,2654.56,Black soils,clay loam,31.8,68.3,200,6.5,165,75,90,10176
344,M-NEC,MNEC0344,2007,MNEC02,WS0018,19.93 ,25.08 ,14.78 ,3208.7,1606.6,347.4,1235.4,2797.9,Black soils,clay loam,46.6,38.8,306,5.1,105,75,90,9251
345,M-NEC,MNEC0345,2008,MNEC02,WS0018,19.87 ,24.95 ,14.85 ,3158.6,1576.6,353.7,1171.2,2681.17,Black soils,silty clay loam,32.5,48.6,190,7.2,165,75,90,10805
346,M-NEC,MNEC0346,2007,MNEC02,WS0018,20.12 ,25.25 ,14.96 ,3179.2,1602.5,347.4,1207.1,2744.27,Black soils,silty clay loam,39,29.9,168,6.1,105,75,90,10650
347,M-NEC,MNEC0347,2008,MNEC02,WS0018,19.92 ,24.99 ,14.92 ,3146.9,1574.9,353.7,1165.9,2671.22,Black soils,clay loam,28.5,56.6,191,6.4,165,75,90,10800
348,M-NEC,MNEC0348,2007,MNEC02,WS0018,20.12 ,25.25 ,14.96 ,3179.2,1602.5,347.4,1207.1,2744.27,Black soils,clay loam,31.7,68.6,123,6.5,105,75,90,10463
349,M-NEC,MNEC0349,2007,MNEC02,WS0018,20.07 ,25.23 ,14.90 ,3191.3,1604.6,347.4,1217.1,2759.53,Black soils,clay loam,21.3,35.8,185,5.7,105,75,90,10853
350,M-NEC,MNEC0350,2007,MNEC02,WS0018,20.07 ,25.23 ,14.90 ,3191.3,1604.6,347.4,1217.1,2759.53,Black soils,clay loam,32.6,45.5,198,6.8,105,75,90,11705
351,M-NEC,MNEC0351,2007,MNEC02,WS0013,19.24 ,24.93 ,13.70 ,2924.5,1408.2,291.9,1096.7,2510.89,Black soils,silty clay loam,35.9,8.4,181,8,105,75,90,8726
352,M-NEC,MNEC0352,2007,MNEC02,WS0013,19.24 ,24.93 ,13.70 ,2924.5,1408.2,291.9,1096.7,2510.89,Meadow soils,silty clay loam,32.5,16,193,7.6,105,75,90,8177
353,M-NEC,MNEC0353,2008,MNEC02,WS0013,20.17 ,25.21 ,15.21 ,3106,1567.8,351.9,1140.4,2609.1,Chernozems,loam,32.5,9.8,171,7.6,105,75,90,8429
354,M-NEC,MNEC0354,2008,MNEC02,WS0013,20.17 ,25.21 ,15.21 ,3106,1567.8,351.9,1140.4,2609.1,Chernozems,loam,34.1,10,107,8.4,105,75,90,8343
355,M-NEC,MNEC0355,2007,MNEC02,WS0013,19.28 ,24.91 ,13.78 ,2892.6,1396.3,291.9,1085.9,2498.31,Chernozems,silty clay loam,28.3,10,197,7.8,105,75,90,5672
356,M-NEC,MNEC0356,2007,MNEC02,WS0013,19.28 ,24.91 ,13.78 ,2892.6,1396.3,291.9,1085.9,2498.31,Chernozems,silty clay loam,28.5,12.6,197,7.8,105,75,90,5835
357,M-NEC,MNEC0357,2007,MNEC02,WS0013,18.87 ,24.61 ,13.28 ,2999.7,1422.8,304.4,1150.2,2613.75,Black soils,silty clay loam,31.3,7.6,142,7.5,105,75,90,7710
358,M-NEC,MNEC0358,2007,MNEC02,WS0013,18.81 ,24.57 ,13.17 ,3047.7,1440.8,304.9,1177.2,2671.91,Meadow soils,silty clay loam,43.7,5.2,101,7.6,105,75,90,7815
359,M-NEC,MNEC0359,2008,MNEC02,WS0013,19.43 ,24.80 ,14.16 ,3049.8,1486,341.4,1438.6,3048.13,Black soils,loam,35,24.6,201,7.7,105,75,90,7530
360,M-NEC,MNEC0360,2008,MNEC02,WS0013,19.43 ,24.80 ,14.16 ,3049.8,1486,341.4,1438.6,3048.13,Chernozems,loam,35,20.5,123,7.6,105,75,90,7845
361,M-NEC,MNEC0361,2007,MNEC02,WS0013,19.14 ,24.81 ,13.55 ,2967.4,1421.1,293.4,1132,2597.14,Meadow soils,loam,37,6.8,173,7.8,105,75,90,7494
362,M-NEC,MNEC0362,2007,MNEC02,WS0013,19.28 ,24.91 ,13.78 ,2892.6,1396.3,291.9,1085.9,2498.31,Black soils,loam,34.5,6.2,137,8.2,105,75,90,7856
363,M-NEC,MNEC0363,2008,MNEC02,WS0013,19.92 ,24.97 ,14.93 ,3126.7,1568,353.6,1153.2,2656.49,Chernozems,loam,34.1,10,107,8.4,105,75,90,7998
364,M-NEC,MNEC0364,2008,MNEC02,WS0013,19.92 ,24.97 ,14.93 ,3126.7,1568,353.6,1153.2,2656.49,Chernozems,loam,34.3,17.4,261,7.9,105,75,90,7913
365,M-NEC,MNEC0365,2008,MNEC02,WS0013,20.14 ,25.20 ,15.15 ,3121.7,1573.5,351.9,1145.8,2623.34,Chernozems,loam,32.7,6.2,137,7.9,105,75,90,7439
366,M-NEC,MNEC0366,2008,MNEC02,WS0013,20.14 ,25.20 ,15.15 ,3121.7,1573.5,351.9,1145.8,2623.34,Chernozems,loam,31.2,6.8,173,7.8,105,75,90,7698
367,M-NEC,MNEC0367,2008,MNEC02,WS0013,19.92 ,24.97 ,14.93 ,3126.7,1568,353.6,1153.2,2656.49,Chernozems,loam,32.1,23,249,7.8,105,75,90,8447
368,M-NEC,MNEC0368,2008,MNEC02,WS0013,19.92 ,24.97 ,14.93 ,3126.7,1568,353.6,1153.2,2656.49,Black soils,loam,31.2,19.1,176,7.8,105,75,90,8010
369,M-NEC,MNEC0369,2008,MNEC02,WS0012,18.75 ,24.06 ,13.51 ,2869.4,1348.6,402.9,1242.5,2720.74,Meadow soils,loam,33,49.7,197,7.1,105,75,90,7823
370,M-NEC,MNEC0370,2008,MNEC02,WS0012,18.75 ,24.06 ,13.51 ,2869.4,1348.6,402.9,1242.5,2720.74,Meadow soils,loam,33,49.7,197,7.1,105,75,90,7113
371,M-NEC,MNEC0371,2008,MNEC02,WS0012,18.59 ,23.91 ,13.34 ,2900.4,1351.2,402.9,1265.7,2763.59,Chernozems,loam,28,35.1,152,7.1,105,75,90,7595
372,M-NEC,MNEC0372,2008,MNEC02,WS0012,18.59 ,23.91 ,13.34 ,2900.4,1351.2,402.9,1265.7,2763.59,Chernozems,loam,28,35.1,152,7.1,105,75,90,8171
373,M-NEC,MNEC0373,2008,MNEC02,WS0012,18.66 ,23.97 ,13.40 ,2892,1351.2,402.9,1262.9,2756.7,Meadow soils,loam,28,31.5,159,7.2,105,75,90,7695
374,M-NEC,MNEC0374,2008,MNEC02,WS0012,18.66 ,23.97 ,13.40 ,2892,1351.2,402.9,1262.9,2756.7,Meadow soils,loam,28,31.5,159,7.2,105,75,90,8135
375,M-NEC,MNEC0375,2008,MNEC02,WS0012,18.66 ,23.97 ,13.40 ,2892,1351.2,402.9,1262.9,2756.7,Chernozems,loam,27,37.5,171,7.1,105,75,90,7406
376,M-NEC,MNEC0376,2008,MNEC02,WS0012,18.66 ,23.97 ,13.40 ,2892,1351.2,402.9,1262.9,2756.7,Chernozems,loam,27,37.5,171,7.1,105,75,90,7379
377,M-NEC,MNEC0377,2007,MNEC02,WS0012,19.00 ,24.71 ,13.57 ,2926.1,1390.3,276.1,1296.3,2811.38,Chernozems,clay loam,25.6,18.6,152,7.4,105,75,90,8439
378,M-NEC,MNEC0378,2007,MNEC02,WS0012,19.03 ,24.72 ,13.64 ,2911.7,1385.9,276.1,1286.3,2796.55,Chernozems,clay loam,31.5,15.2,195,7.3,105,75,90,8678
379,M-NEC,MNEC0379,2007,MNEC02,WS0012,18.97 ,24.68 ,13.53 ,2940.9,1395.1,276.1,1307.7,2834.02,Chernozems,clay loam,25.6,12.5,185,7.1,105,75,90,8550
380,M-NEC,MNEC0380,2007,MNEC02,WS0012,18.95 ,24.68 ,13.51 ,2956.9,1401.1,276.1,1316.1,2847,Chernozems,clay loam,23.5,10.5,156,7.4,105,75,90,8691
381,M-NEC,MNEC0381,2007,MNEC02,WS0012,18.93 ,24.67 ,13.46 ,2971.5,1405.7,276.1,1326.2,2861.67,Black soils,clay loam,26.8,15.9,175,7.1,105,75,90,8229
382,M-NEC,MNEC0382,2007,MNEC02,WS0012,18.87 ,24.67 ,13.32 ,3038.4,1432.6,276.1,1359.9,2929.94,Chernozems,clay loam,29.4,15.6,174,7.1,105,75,90,9078
383,M-NEC,MNEC0383,2007,MNEC02,WS0012,18.87 ,24.67 ,13.32 ,3038.4,1432.6,276.1,1359.9,2929.94,Black soils,clay loam,22.7,15.9,178,6.9,105,75,90,9126
384,M-NEC,MNEC0384,2007,MNEC02,WS0012,18.93 ,24.69 ,13.43 ,3009.2,1423.4,276.1,1344.2,2899.96,Chernozems,clay loam,29.5,19.4,147,7.1,105,75,90,9038
385,M-NEC,MNEC0385,2007,MNEC02,WS0012,18.97 ,24.68 ,13.53 ,2940.9,1395.1,276.1,1307.7,2834.02,Chernozems,clay loam,25.3,10.7,156,7.2,105,75,90,7904
386,M-NEC,MNEC0386,2008,MNEC02,WS0012,18.70 ,24.01 ,13.45 ,2879.9,1349.1,402.9,1252.6,2735.54,Chernozems,loam,27,32.4,171,7.1,105,75,90,7811
387,M-NEC,MNEC0387,2008,MNEC02,WS0012,18.70 ,24.01 ,13.45 ,2879.9,1349.1,402.9,1252.6,2735.54,Chernozems,loam,27,32.4,171,7.1,105,75,90,8214
388,M-NEC,MNEC0388,2007,MNEC02,WS0012,18.98 ,24.70 ,13.55 ,2942.1,1396.3,276.1,1304.7,2824.36,Chernozems,clay loam,31.2,10.5,146,7.1,105,75,90,8198
389,M-NEC,MNEC0389,2007,MNEC02,WS0009,19.17 ,24.53 ,13.68 ,2818.4,1356.4,242,1193.735,2620.56,Chernozems,clay loam,20,43.4,320,6.6,105,75,90,8501
390,M-NEC,MNEC0390,2008,MNEC02,WS0009,19.23 ,24.34 ,14.02 ,2672.4,1284,419.4,1217.9,2630.61,Black soils,loam,41,39.8,230,6.8,105,75,90,9801
391,M-NEC,MNEC0391,2007,MNEC02,WS0009,18.54 ,23.67 ,13.31 ,2762.1,1287.2,435.2,1298.5,2775.54,Chernozems,loam,32.3,26.2,390,7.8,105,75,90,8838
392,M-NEC,MNEC0392,2008,MNEC02,WS0009,19.01 ,24.10 ,13.84 ,2680.4,1273.6,424.7,1219.5,2654.56,Chernozems,loam,30.9,30.7,195,6.9,105,75,90,9321
393,M-NEC,MNEC0393,2007,MNEC02,WS0009,19.09 ,24.47 ,13.57 ,2844.3,1362.3,248.5,1210.735,2657.8,Chernozems,clay loam,30,9.8,320,7.6,105,75,90,7505
394,M-NEC,MNEC0394,2008,MNEC02,WS0009,19.09 ,24.18 ,13.90 ,2653,1266.2,423.6,1207.5,2629.23,Chernozems,clay loam,36.6,19.5,225,7.1,105,75,90,9851
395,M-NEC,MNEC0395,2007,MNEC02,WS0009,19.09 ,24.47 ,13.57 ,2844.3,1362.3,248.5,1210.735,2657.8,Chernozems,loam,29.4,9.2,245,7.1,105,75,90,8411
396,M-NEC,MNEC0396,2008,MNEC02,WS0009,19.43 ,24.53 ,14.26 ,2641.9,1282.9,419.4,1190.5,2571.25,Chernozems,loam,33.2,19.2,160,7,105,75,90,8408
397,M-NEC,MNEC0397,2008,MNEC02,WS0009,18.98 ,24.08 ,13.79 ,2714,1287.2,434.9,1240.6,2685.54,Chernozems,loam,36,26.7,255,7.2,105,75,90,9618
398,M-NEC,MNEC0398,2007,MNEC02,WS0009,19.02 ,24.41 ,13.47 ,2871.3,1369.3,248.5,1235.435,2705.59,Black soils,loam,20,33.8,265,7,105,75,90,8507
399,M-NEC,MNEC0399,2008,MNEC02,WS0009,18.97 ,24.05 ,13.79 ,2674.8,1268,424.7,1217.2,2656.05,Chernozems,clay loam,35.5,31.7,250,7.2,105,75,90,7743
400,M-NEC,MNEC0400,2007,MNEC02,WS0009,19.09 ,24.47 ,13.57 ,2844.3,1362.3,248.5,1210.735,2657.8,Black soils,loam,20,32.5,250,6.3,105,75,90,8705
401,M-NEC,MNEC0401,2008,MNEC02,WS0009,18.48 ,23.60 ,13.27 ,2772.6,1287.7,436.3,1299.1,2783,Black soils,loam,33.8,26.7,350,7,105,75,90,10500
402,M-NEC,MNEC0402,2007,MNEC02,WS0009,19.17 ,24.53 ,13.68 ,2818.4,1356.4,242,1193.735,2620.56,Black soils,loam,26.7,42.3,205,6.3,105,75,90,7520
